interval,startTime,endTime,route1,route2,length,width,maxPosAcc,maxNegAcc,usualPosAcc,usualNegAcc,minGap,maxSpeed,headwayTime
5,38414,38414,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38416,38416,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38418,38418,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38420,38420,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38422,38422,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38424,38424,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38425,38425,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38427,38427,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38429,38429,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38431,38431,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38433,38433,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38435,38435,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38437,38437,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38438,38438,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38440,38440,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38442,38442,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38444,38444,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38446,38446,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38448,38448,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38450,38450,road_1_2_14,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38451,38451,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38453,38453,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38455,38455,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38457,38457,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38459,38459,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38461,38461,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38462,38462,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38464,38464,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38466,38466,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38468,38468,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38470,38470,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38472,38472,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38474,38474,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38475,38475,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38477,38477,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38479,38479,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38481,38481,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38483,38483,road_1_2_14,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38485,38485,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38487,38487,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38488,38488,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38490,38490,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38492,38492,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38494,38494,road_1_2_14,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38496,38496,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38498,38498,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38500,38500,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38501,38501,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38503,38503,road_1_2_14,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38505,38505,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38507,38507,road_1_2_14,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38509,38509,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38511,38511,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38513,38513,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38514,38514,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38516,38516,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38518,38518,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38520,38520,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38522,38522,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38524,38524,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38526,38526,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38527,38527,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38529,38529,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38531,38531,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38533,38533,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38535,38535,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38537,38537,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38539,38539,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38540,38540,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38542,38542,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38544,38544,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38546,38546,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38548,38548,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38550,38550,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38552,38552,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38553,38553,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38555,38555,road_1_2_14,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38557,38557,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38559,38559,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38561,38561,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38563,38563,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38565,38565,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38566,38566,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38568,38568,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38570,38570,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38572,38572,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38574,38574,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38576,38576,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38578,38578,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38579,38579,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38581,38581,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38583,38583,road_1_2_14,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38585,38585,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38587,38587,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38589,38589,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38591,38591,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38592,38592,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38594,38594,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38596,38596,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38598,38598,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38600,38600,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38602,38602,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38604,38604,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38605,38605,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38607,38607,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38609,38609,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38611,38611,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38613,38613,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38615,38615,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38617,38617,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38618,38618,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38620,38620,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38622,38622,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38624,38624,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38626,38626,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38628,38628,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38630,38630,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38631,38631,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38633,38633,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38635,38635,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38637,38637,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38639,38639,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38641,38641,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38643,38643,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38644,38644,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38646,38646,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38648,38648,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38650,38650,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38652,38652,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38654,38654,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38656,38656,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38657,38657,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38659,38659,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38661,38661,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38663,38663,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38665,38665,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38667,38667,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38669,38669,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38670,38670,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38672,38672,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38674,38674,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38676,38676,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38678,38678,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38680,38680,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38681,38681,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38683,38683,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38685,38685,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38687,38687,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38689,38689,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38691,38691,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38693,38693,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38694,38694,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38696,38696,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38698,38698,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38700,38700,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38702,38702,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38704,38704,road_1_2_14,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38706,38706,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38707,38707,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38709,38709,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38711,38711,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38713,38713,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38715,38715,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38717,38717,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38719,38719,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38720,38720,road_1_2_14,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38722,38722,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38724,38724,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38726,38726,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38728,38728,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38730,38730,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38732,38732,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38733,38733,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38735,38735,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38737,38737,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38739,38739,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38741,38741,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38743,38743,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38745,38745,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38746,38746,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38748,38748,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38750,38750,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38752,38752,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38754,38754,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38756,38756,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38758,38758,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38759,38759,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38761,38761,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38763,38763,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38765,38765,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38767,38767,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38769,38769,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38771,38771,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38772,38772,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38774,38774,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38776,38776,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38778,38778,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38780,38780,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38782,38782,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38784,38784,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38785,38785,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38787,38787,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38789,38789,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38791,38791,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38793,38793,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38795,38795,road_1_2_14,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38797,38797,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38798,38798,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38800,38800,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38802,38802,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38804,38804,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38806,38806,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38808,38808,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38810,38810,road_1_2_14,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38811,38811,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38813,38813,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38815,38815,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38817,38817,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38819,38819,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38821,38821,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38823,38823,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38824,38824,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38826,38826,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38828,38828,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38830,38830,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38832,38832,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38834,38834,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38836,38836,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38837,38837,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38839,38839,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38841,38841,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38843,38843,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38845,38845,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38847,38847,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38849,38849,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38850,38850,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38852,38852,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38854,38854,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38856,38856,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38858,38858,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38860,38860,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38862,38862,road_1_2_14,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38863,38863,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38865,38865,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38867,38867,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38869,38869,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38871,38871,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38873,38873,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38875,38875,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38876,38876,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38878,38878,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38880,38880,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38882,38882,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38884,38884,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38886,38886,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38888,38888,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38889,38889,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38891,38891,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38893,38893,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38895,38895,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38897,38897,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38899,38899,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38900,38900,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38902,38902,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38904,38904,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38906,38906,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38908,38908,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38910,38910,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38912,38912,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38913,38913,road_2_1_13,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38915,38915,road_1_0_12,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38917,38917,road_0_1_11,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38919,38919,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38921,38921,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38923,38923,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38925,38925,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38926,38926,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,38928,38928,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
